0,356
1,549
2,633
3,734
4,784
5,1032
6,1273
7,1418
8,1308
9,1140
10,965
11,852
12,800
13,769
14,753
15,756
16,751
17,817
18,791
19,773
20,824
21,822
22,824
23,902
24,904
25,956
26,976
27,984
28,969
29,1003
30,982
31,1029
32,1111
33,1024
34,1090
35,1035
36,1064
37,1099
38,1098
39,1076
40,1074
41,1035
42,1075
43,1033
44,997
45,1042
46,1068
47,1064
48,1098
49,1190
50,1306
51,1446
52,1471
53,1407
54,1513
55,1554
56,1380
57,1377
58,1245
59,1248
60,1159
61,1016
62,996
63,917
64,849
65,840
66,781
67,773
68,746
69,786
70,731
71,691
72,694
73,669
74,702
75,715
76,665
77,661
78,700
79,688
80,624
81,684
82,605
83,714
84,689
85,680
86,648
87,602
88,618
89,666
90,628
91,597
92,599
93,616
94,602
95,582
96,560
97,521
98,495
99,522
100,530
101,486
102,445
103,465
104,471
105,413
106,442
107,445
108,453
109,401
110,381
111,411
112,394
113,391
114,365
115,334
116,334
117,341
118,362
119,354
120,340
121,340
122,335
123,324
124,352
125,356
126,293
127,294
128,303
129,296
130,325
131,318
132,335
133,319
134,340
135,313
136,321
137,325
138,332
139,317
140,321
141,307
142,293
143,329
144,315
145,339
146,325
147,339
148,369
149,364
150,366
151,439
152,410
153,432
154,498
155,478
156,502
157,518
158,553
159,600
160,587
161,652
162,656
163,694
164,674
165,673
166,683
167,627
168,663
169,635
170,610
171,608
172,596
173,518
174,580
175,461
176,475
177,432
178,421
179,406
180,343
181,333
182,293
183,304
184,269
185,272
186,280
187,267
188,261
189,253
190,251
191,257
192,240
193,222
194,233
195,229
196,211
197,242
198,222
199,239
200,217
201,210
202,216
203,225
204,230
205,200
206,214
207,214
208,228
209,222
210,222
211,220
212,201
213,247
214,207
215,201
216,233
217,230
218,202
219,201
220,214
221,211
222,215
223,203
224,222
225,202
226,210
227,217
228,238
229,183
230,203
231,173
232,197
233,227
234,201
235,210
236,224
237,178
238,216
239,208
240,196
241,205
242,207
243,196
244,209
245,193
246,210
247,202
248,202
249,207
250,199
251,189
252,192
253,195
254,192
255,182
256,178
257,190
258,180
259,187
260,186
261,188
262,194
263,191
264,166
265,155
266,195
267,192
268,192
269,177
270,198
271,194
272,208
273,178
274,179
275,160
276,170
277,176
278,167
279,180
280,170
281,182
282,188
283,189
284,172
285,177
286,191
287,211
288,204
289,205
290,178
291,194
292,199
293,196
294,207
295,194
296,213
297,191
298,192
299,201
300,194
301,227
302,198
303,210
304,230
305,238
306,209
307,215
308,238
309,254
310,219
311,227
312,241
313,224
314,224
315,277
316,236
317,245
318,214
319,202
320,228
321,233
322,258
323,230
324,238
325,212
326,205
327,223
328,228
329,231
330,217
331,222
332,206
333,190
334,202
335,213
336,218
337,214
338,191
339,174
340,177
341,163
342,180
343,161
344,179
345,164
346,167
347,132
348,176
349,153
350,160
351,162
352,149
353,159
354,139
355,147
356,159
357,156
358,162
359,162
360,155
361,135
362,154
363,150
364,154
365,145
366,129
367,158
368,149
369,134
370,138
371,167
372,144
373,133
374,144
375,159
376,150
377,153
378,153
379,169
380,148
381,126
382,146
383,148
384,153
385,130
386,139
387,142
388,148
389,131
390,157
391,154
392,164
393,154
394,147
395,159
396,156
397,157
398,168
399,176
400,150
401,167
402,176
403,158
404,161
405,168
406,180
407,168
408,168
409,179
410,143
411,177
412,162
413,171
414,167
415,162
416,179
417,161
418,175
419,160
420,144
421,161
422,146
423,155
424,173
425,154
426,152
427,140
428,143
429,125
430,128
431,127
432,122
433,120
434,122
435,116
436,118
437,120
438,78
439,87
440,98
441,68
442,84
443,69
444,74
445,69
446,60
447,60
448,59
449,55
450,53
451,40
452,65
453,72
454,51
455,58
456,53
457,51
458,59
459,69
460,56
461,62
462,47
463,40
464,44
465,60
466,71
467,73
468,66
469,69
470,64
471,66
472,81
473,83
474,72
475,92
476,80
477,77
478,99
479,89
480,99
481,100
482,90
483,102
484,97
485,103
486,111
487,103
488,101
489,139
490,101
491,99
492,126
493,103
494,107
495,121
496,112
497,95
498,95
499,104
500,96
501,106
502,88
503,82
504,87
505,76
506,75
507,69
508,90
509,59
510,74
511,63
512,75
513,51
514,52
515,50
516,45
517,55
518,35
519,39
520,37
521,34
522,44
523,32
524,37
525,34
526,26
527,26
528,28
529,24
530,27
531,36
532,32
533,27
534,20
535,24
536,19
537,17
538,26
539,18
540,28
541,26
542,22
543,25
544,21
545,28
546,29
547,20
548,18
549,22
550,19
551,16
552,19
553,22
554,24
555,23
556,22
557,14
558,19
559,20
560,25
561,30
562,24
563,26
564,28
565,22
566,17
567,19
568,24
569,24
570,24
571,13
572,24
573,18
574,21
575,26
576,18
577,16
578,27
579,21
580,19
581,14
582,24
583,24
584,17
585,20
586,21
587,19
588,14
589,18
590,17
591,15
592,16
593,16
594,19
595,15
596,15
597,15
598,12
599,14
600,16
601,14
602,14
603,7
604,17
605,8
606,10
607,18
608,18
609,8
610,14
611,15
612,6
613,17
614,13
615,9
616,11
617,8
618,12
619,13
620,12
621,15
622,16
623,13
624,8
625,8
626,11
627,9
628,12
629,12
630,7
631,8
632,10
633,11
634,18
635,12
636,11
637,11
638,16
639,13
640,19
641,6
642,18
643,14
644,14
645,8
646,13
647,12
648,12
649,13
650,11
651,9
652,10
653,12
654,17
655,15
656,9
657,13
658,9
659,11
660,12
661,4
662,19
663,15
664,9
665,11
666,12
667,12
668,5
669,11
670,18
671,17
672,7
673,15
674,14
675,12
676,13
677,16
678,11
679,11
680,10
681,7
682,8
683,13
684,12
685,11
686,20
687,9
688,9
689,10
690,10
691,6
692,9
693,4
694,6
695,9
696,4
697,5
698,9
699,1
700,2
701,6
702,10
703,1
704,10
705,4
706,4
707,11
708,6
709,6
710,6
711,5
712,4
713,5
714,3
715,4
716,4
717,7
718,0
719,5
720,8
721,5
722,3
723,5
724,1
725,7
726,7
727,4
728,2
729,1
730,5
731,5
732,2
733,1
734,4
735,4
736,5
737,4
738,2
739,3
740,3
741,3
742,3
743,7
744,6
745,4
746,6
747,4
748,3
749,3
750,4
751,1
752,6
753,4
754,5
755,3
756,4
757,4
758,2
759,3
760,3
761,11
762,2
763,5
764,7
765,5
766,8
767,0
768,6
769,9
770,5
771,5
772,7
773,4
774,7
775,10
776,5
777,11
778,6
779,10
780,7
781,3
782,3
783,2
784,10
785,4
786,0
787,8
788,9
789,5
790,3
791,4
792,3
793,4
794,6
795,10
796,4
797,5
